Sample.Name	Sample.Type	N.Methyl.Alanine_104_42_qual	N.Methyl.Alanine_104_58_quant	TMAO_76.1_58_qual	TMAO_76.1_59.1_quant	Choline_104_58_qual	Choline_104_60_quant	Cytosine_112.1_69_qual	Cytosine_112.1_95_quant	Carnitine_162.1_103_quant	Carnitine_162.1_85_qual	Creatine_132.1_44_qual	Creatine_132.1_90_quant	Trigonelline_138_92_quant	Trigonelline_138_94_qual	stachyhydrin_144_144_qual.check	stachyhydrin_144_84_quant	Histamine_deriv_247_154_quant	Histamine_deriv_247_95_qual	Taurine_deriv_261_126_quant	Taurine_deriv_261_136_qual	Carnosine_deriv_362.2_207.03_quant	Carnosine_deriv_362.2_269.02_qual	Anserine_deriv_376.1_241.03_quant	Anserine_deriv_376.1_283.03_qual	1.Met.His_deriv_305.1_124.03_quant.must	1.Met.His_deriv_305.1_83.07_qual.must	Hippuric.acid_180.1_105_quant	Hippuric.acid_180.1_77_qual	t4.OH.Pro_deriv_267.1_132_quant	t4.OH.Pro_deriv_267.1_86_qual	3.Met.His_deriv_305.1_168.04_quant.must	3.Met.His_deriv_305.1_212_qual	Phenylacetylglycine..PAG._194.1_76_qual	Phenylacetylglycine..PAG._194.1_91_quant	Ethanolamine_deriv_197.1_136.02_quant	Ethanolamine_deriv_197.1_62_qual	Gln_deriv_282.2_130_quant	Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	HArg_deriv_324.1_189.03_quant	HArg_deriv_324.1_84.06_qual	Gly_deriv_211.2_136.03_qual	Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	Ser_deriv_241.2_106_quant	Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	ADMA_deriv_338.2_203.03_quant	ADMA_deriv_338.2_46.08_qual.must	SDMA_deriv_338.2_172.03_qual.must	SDMA_deriv_338.2_203.02_quant	Met.SO_deriv_301.2_237_quant	Met.SO_deriv_301.2_88_qual	Cit_deriv_311.2_159.03_qual	Cit_deriv_311.2_70.07_quant	Sarcosine_deriv_225_136_qual	Sarcosine_deriv_225_90_quant	b.Ala_deriv_225_136.01_qual	b.Ala_deriv_225_90.01_quant	Glu_deriv_283.2_148_quant	Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	GABA_deriv_239_104_quant	GABA_deriv_239_87_qual.must	Thr_deriv_255.2_120_quant	Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	3.IAA_176.1_103_qual	3.IAA_176.1_130_quant	5.AVA_deriv_253_100.02_quant	5.AVA_deriv_253_94.01_qual	Pyrrolidine_deriv_207_114.01_quant	Pyrrolidine_deriv_207_72.05_qual	3.IPA_190.1_130_quant	3.IPA_190.1_172_qual	Serotonin_deriv_312.3_115.09_quant	Serotonin_deriv_312.3_160.04_quant	Met_deriv_285.1_133_qual	Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	Orn_deriv_403.2_175.03_qual	Orn_deriv_403.2_310.01_quant	Cortexolone_347.2_109.1_quant	Cortexolone_347.2_311.2_qual	Kynurenine_deriv_344.2_146.03_qual	Kynurenine_deriv_344.2_192.02_quant	Trp_deriv_340.2_146.04_qual	Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	Putrescine_deriv_359.1_114.04_qual	Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	Cysteine_deriv_392_177.06_qual	Cysteine_deriv_392_223.02_quant	Cadaverin_2xderiv_373.1_128.03_qual	Cadaverin_2xderiv_373.1_280.01_quant	Spermidine_deriv_551.2_193.05_quant	Spermidine_deriv_551.2_416.22_qual	Thyroxine_deriv_912.7_731.56_qual	Thyroxine_deriv_912.7_777.53_quant
P68	Unknown	0.26118892	0.262233785	0.269107051	0.270162143	0.260988251	0.260340482	0.27895072	0.279871002	0.272232307	0.227343167	0.272372801	0.271846793	0.270835289	0.26990393	0.269159198	0.270113368	0.994169684	0.992557544	0.940580639	0.937959273	1.006790552	1.004828302	1.111374105	1.11193627	1.151972652	1.154267543	1.199105335	1.196148331	1.194633747	1.194079069	1.193208761	1.180607147	1.540323968	1.540798097	1.587647793	1.590074802	1.592285972	1.592711812	1.571888141	1.572080114	1.734000129	1.734390501	1.75985503	1.759315775	1.755356517	1.756307279	1.755545587	1.755457422	1.728973453	1.727157298	1.870476665	1.869900388	2.005515904	2.005327184	1.998886561	1.997288206	2.002978982	2.001564761	2.002524402	2.003470201	2.228841576	2.227533062	2.278623487	2.278840178	2.251803452	2.251780328	2.614305613	2.611746581	2.609782564	2.609455747	2.572964522	2.572427298	2.958788846	2.9666197	3.366614299	3.366397798	3.710689007	4.095830499	3.756013374	3.777688632	3.972484272	3.972552199	4.024003586	4.021954705	4.004420037	4.004358846	4.298036062	4.2984602	4.38700363	N/A	4.353086234	4.355009093	4.397871176	4.397130274	4.380765043	4.381181986	4.495400445	4.496462665	4.496477258	4.496587639	4.581640435	4.581660341	4.61600902	4.615488142	4.787433613	4.787230023	4.965616556	4.966878489
P66	Unknown	0.264232231	0.266645508	0.272016382	0.270555471	0.26200397	0.262864015	0.277259019	0.289370449	0.272153743	0.228989089	0.276973234	0.273107843	0.271898861	0.272375808	0.271477894	0.270874766	0.993207445	0.989436004	0.942921065	0.937233387	1.007231687	1.010867069	1.109721442	1.111752397	1.161540352	1.159934121	1.201054303	1.200670222	1.196452205	1.196722782	1.194262552	1.184493681	1.545163968	1.545241841	1.593646695	1.591785807	1.598811978	1.598055033	1.577808366	1.576256887	1.743650747	1.743828424	1.768894546	1.76852535	1.76409004	1.763721413	1.765460103	1.767328857	1.740261883	1.738521956	1.880480843	1.880157573	2.01758409	2.01499738	2.008935254	2.008607451	2.010968339	2.011274114	2.011231557	2.010958144	2.236089153	2.237061166	2.288362684	2.289541121	2.261305424	2.261376937	2.617462987	2.619643884	2.616667724	2.616848169	2.576793321	2.579092858	2.976771879	2.969573734	3.3685846	3.366434189	3.713510564	3.715525281	3.757174271	3.771067199	3.975276081	3.977366429	4.025920631	4.026410624	4.007155149	4.007053182	4.299700296	4.300363487	4.388114967	4.285467264	4.356722876	4.357276636	4.399309675	4.398903023	4.383166661	4.38343764	4.498054195	4.498731776	4.497996486	4.498208216	4.582387271	4.582635204	4.615721493	4.6156544	4.788397562	4.786770261	4.965968175	4.969097731
P82	Unknown	0.264925546	0.264893231	0.269949478	0.27056762	0.263874497	0.265755455	0.2757555	0.276313214	0.274359746	0.225010128	0.270761618	0.269801128	0.271991153	0.270654152	0.269926934	0.270220627	0.981881233	0.981061066	0.943005694	0.940124084	1.005337239	1.007593805	1.099578863	1.121582323	1.157707035	1.158297503	1.19944161	1.200707675	1.198131611	1.193430336	1.191636648	1.178985327	1.546152431	1.546568863	1.587178207	1.595422246	1.599761943	1.599035984	1.579438875	1.577352058	1.745998146	1.743778077	1.767796832	1.768250486	1.759561732	1.758984683	1.761899299	1.760746803	1.739312205	1.738853279	1.879758533	1.88140622	2.017586975	2.011126311	2.007111803	2.005548414	2.010431451	2.008863748	2.011359384	2.009660191	2.236887615	2.23568827	2.286861255	2.286528385	2.260453226	2.259382284	2.616768821	2.608596583	2.614840291	2.614581486	2.577045493	2.576335298	2.977394623	2.969106614	3.366434301	3.365074462	3.71625241	4.098817876	3.759665212	3.76123991	3.975518096	3.974356424	4.025399864	4.025402964	4.007303271	4.006499155	4.299487746	4.299625239	4.38562718	4.243585342	4.354133901	4.356533969	4.399647976	4.398960845	4.383263474	4.382561581	4.498756589	4.498019391	4.49628658	4.496700621	4.582822891	4.582497911	4.616649667	4.615296836	4.78797238	4.786847624	4.963215325	4.96667634
Cal 3	Unknown	0.26217859	0.263805173	0.264747622	0.264952366	0.25691818	0.258392281	0.269258846	0.269276893	0.264057272	0.263054536	0.265459154	0.266274086	0.264465844	0.265443329	0.267787085	0.268284439	0.988353495	0.987558475	0.944140088	0.939086394	1.007366547	1.008361517	1.107208501	1.105198139	1.155620112	1.154844578	1.197759687	1.198810864	1.194405168	1.195416823	1.191666961	1.187816551	1.546805962	1.54775197	1.590588411	1.589188877	1.597078881	1.592330689	1.575347171	1.576989177	1.737352795	1.739124397	1.762038103	1.763503637	1.750481395	1.75585486	1.759070352	1.755025555	1.734663659	1.736029924	1.878787166	1.875869492	2.008071641	2.00504365	2.003740093	2.00161007	2.00260755	2.00290885	2.005275993	2.006933572	2.227512906	2.227268761	2.280006942	2.279003396	2.253003343	2.253144658	2.607552707	2.608065415	2.606195552	2.607192155	2.572546957	2.572039684	2.962008201	2.962271141	3.360899529	3.361130316	3.709366856	3.708978972	3.75483658	3.754693082	3.971524615	3.972031264	4.023467792	4.023004107	4.005619354	4.005841208	4.298860452	4.299310073	4.374479835	4.372042531	4.354039075	4.355035848	4.399275393	4.399494157	4.383194872	4.38322578	4.497127402	4.49681297	4.496886042	4.496137911	4.444934994	4.577707317	4.617483609	4.616525213	4.78767289	4.787211362	4.9663464	4.968103067
IS Mix 2	Unknown	0.265363248	0.236660938	N/A	0.398213713	0.241438859	0.261049966	0.266013972	0.281571008	0.304187984	0.201955723	0.266296091	0.043283809	0.256775494	0.422203295	0.26068957	0.266491082	1.021355724	0.678022539	1.115220022	1.131302378	1.101043073	1.06232628	1.071511055	1.097725136	1.111824534	1.480960902	1.444772848	0.822676009	1.182240649	1.593329511	1.447423952	1.150487633	1.119229489	2.015866254	1.580483832	1.594972137	1.363269292	1.581521196	1.579096519	1.578158408	1.791124682	1.698240032	1.766457922	1.769814656	1.757997799	1.757513536	1.763626193	1.781179056	1.73844061	1.741213242	1.850605881	1.832754787	2.343168188	1.978134397	2.10631076	2.315368223	1.95310016	2.277157883	2.091216162	N/A	2.247053584	2.228782143	2.260035793	2.219322072	2.259782076	2.259228759	2.605823108	2.591601888	2.813848589	2.79441777	2.577007357	2.57687022	3.083766135	2.661818621	3.420645998	3.513342282	3.802565424	3.72859459	3.838050133	3.829135625	4.158724726	3.965981885	4.025992712	4.182527767	4.005145302	4.005826661	4.411867161	4.714794346	4.388001112	4.589108283	4.296169123	4.733562211	4.069772938	4.420546453	4.384291667	4.384190293	4.524556435	4.534769516	4.497412759	4.497370378	4.420443169	4.449012063	4.616160873	4.602837575	4.800339011	4.677908891	4.902724651	4.973803942
P46	Unknown	0.261863835	0.263498688	0.270642712	0.270964637	0.262065659	0.260959033	0.268881524	0.288174299	0.272488303	0.227505914	0.274082376	0.270810605	0.271582427	0.270675429	0.269758209	0.268848909	0.992511884	0.997274625	0.947699522	0.945708738	1.010400127	1.01054963	1.101733212	1.104471043	1.160247173	1.161935548	1.201364561	1.202440279	1.198877261	1.199547571	1.199207311	1.187566231	1.547028646	1.546385085	1.596803542	1.594441368	1.603446456	1.601588941	1.579295813	1.582035859	1.744973563	1.750152012	1.771956458	1.772184605	1.762552076	1.762606251	1.76850303	1.769216213	1.741166841	1.740535163	1.881846058	1.880737119	2.017981809	2.019474607	2.009993114	2.011105729	2.013762849	2.013755384	2.014468048	2.016686263	2.238718415	2.237478472	2.29055479	2.290107159	2.264364229	2.263925124	2.621716889	2.62328729	2.619412623	2.617770504	2.581797351	2.582279737	2.9839602	2.96872241	3.369663138	3.371766177	3.715866964	3.716445141	3.759882287	3.765513263	3.970038682	3.976143807	4.026415247	4.025986926	4.007803826	4.007889161	4.29978221	4.300563799	4.387585945	4.394663622	4.356473681	4.355267848	4.399947046	4.399752173	4.383375728	4.384233293	4.498307314	4.499956484	4.498204387	4.498392057	4.583405515	4.582890545	4.61706714	4.616789384	4.787095456	4.786344147	4.967493613	4.966033641
P65	Unknown	0.265744118	0.264928564	0.271666752	0.270419486	0.263762967	0.26356584	0.27460778	0.285292219	0.270660309	0.23920818	0.272219863	0.270946352	0.273110529	0.270923354	0.27038519	0.270159866	0.995144025	0.994159633	0.941867542	0.940483079	1.012953387	1.010245257	1.094996161	1.113416797	1.15794689	1.155050878	1.193048601	1.198665098	1.193053838	1.191234681	1.196527158	1.182084561	1.539327766	1.542625654	1.592002867	1.590694177	1.591548172	1.589930219	1.572236541	1.568909807	1.738542271	1.73882271	1.761706977	1.763212524	1.752907862	1.753442737	1.751058053	1.752946428	1.728010781	1.726793031	1.872844183	1.875366405	2.00922289	2.013030646	1.993163421	1.996098828	2.003354459	2.002184394	2.00530131	2.003246426	2.231073814	2.231723081	2.279396572	2.278703826	2.251395914	2.251500052	2.610361752	2.617155373	2.609316471	2.608280528	2.569939711	2.5696617	2.961731	2.964542426	3.364202396	3.365735259	3.71269068	4.099125145	3.756956256	3.759832317	3.972343813	3.972510988	4.023956404	4.023055601	4.005250847	4.005327615	4.298294854	4.298619285	4.387145451	4.226817315	4.355906505	4.35660116	4.397416747	4.396688885	4.380946856	4.381708293	4.498576209	4.497828143	4.497568542	4.497419155	4.581666489	4.581909163	4.61512591	4.614373969	4.787916255	4.787357898	4.965607107	4.968950758
P49	Unknown	0.262263989	0.263382157	0.26982416	0.26922256	0.262208309	0.261282372	0.280433064	0.288673418	0.27253975	0.223311393	0.274817167	0.272647939	0.27166846	0.272559082	0.268569675	0.268873859	0.992337645	0.992072155	0.941951018	0.940720088	1.011066177	1.011061723	1.107449037	1.116935176	1.160646324	1.160800724	1.201184088	1.202288782	1.197495673	1.196931725	1.195126016	1.185494684	1.544884476	1.545653832	1.591877607	1.59328716	1.594773715	1.597505782	1.576676486	1.576522528	1.741627022	1.742350354	1.768339013	1.767999679	1.760812225	1.763355888	1.765371014	1.764454	1.735976332	1.736311998	1.872240932	1.874465664	2.017989117	2.014450679	2.005612113	2.005910077	2.007903964	2.008261357	2.010704714	2.01024688	2.2333649	2.233177496	2.284942924	2.285128747	2.257978547	2.256692055	2.609686895	2.610264332	2.613473038	2.613295063	2.574822498	2.575449403	2.967574068	2.964196358	3.365677831	3.365495681	3.711100239	3.709454827	3.755674987	3.755364756	3.971583663	3.973842616	4.025797128	4.025406375	4.006336154	4.006687613	4.299592439	4.300692329	4.389305746	4.500577017	4.355104446	4.358844929	4.399952478	4.399569768	4.382124669	4.382188381	4.497403291	4.500658241	4.497599606	4.497670095	4.583721116	4.582754702	4.617104346	4.616606579	4.786509668	4.787505288	4.968198713	4.967601013
P56	Unknown	0.264074385	0.263643399	0.269599778	0.268337192	0.262392381	0.262672997	0.273800447	0.285005621	0.269248481	0.241447139	0.270380888	0.271913775	0.269630971	0.270505807	0.268425698	0.269086471	0.985666456	0.988341038	0.934969752	0.933329208	1.000411363	1.006371712	1.092982135	1.106071762	1.155517419	1.150438639	1.19562262	1.193386155	1.192159824	1.190648294	1.190093951	1.174020479	1.535869707	1.5396563	1.582506379	1.582023651	1.590989165	1.590468579	1.571343484	1.571908146	1.737108833	1.737906097	1.761132215	1.760890696	1.755255735	1.753538106	1.754293142	1.7554264	1.730329633	1.728710148	1.872440543	1.872582485	2.009821292	2.008452712	1.99380916	1.994798666	2.002805205	2.000542332	1.998636477	2.002857136	2.228142986	2.229470152	2.279549796	2.278102619	2.250660365	2.251950446	2.611345246	2.605715399	2.607873574	2.60667539	2.570441189	2.569885407	2.963954963	2.962766959	3.365145824	3.363946652	3.712330872	3.711548487	3.757332406	3.770346216	3.973904808	3.974950892	4.025878083	4.026003683	4.006234975	4.006576602	4.300766378	4.301364707	4.389342874	4.247148767	4.357229019	4.359617112	4.399745452	4.399759252	4.383188588	4.383645167	4.498961244	4.498432832	4.498679452	4.498302614	4.582629777	4.581753959	4.616513052	4.616454228	4.790722224	4.785205486	4.969687587	4.968877069
P86	Unknown	0.263496169	0.266289692	0.270939073	0.272428211	0.262684523	0.263139048	0.271822285	0.284897462	0.274793733	0.22359527	0.271774487	0.271247983	0.274136177	0.270794696	0.271031196	0.272020881	0.993142176	0.996645316	0.942397656	0.943385526	1.008512217	1.010440799	1.11295317	1.079865964	1.15624291	1.158060027	1.201182449	1.202927348	1.200059748	1.19662787	1.19547521	1.183539576	1.548829579	1.544806213	1.585475394	1.592599744	1.600057856	1.599433195	1.579148703	1.578457869	1.743845951	1.742609064	1.77223215	1.771894527	1.764085655	1.763251224	1.7652811	1.766529873	1.738558403	1.737380667	1.877400275	1.877462673	2.015617087	2.01815569	2.00876821	2.008224112	2.01008258	2.010824792	2.013997617	2.010763418	2.23640021	2.236540849	2.290245662	2.288830013	2.261247643	2.261514491	2.620512118	2.613552897	2.614010021	2.614873638	2.578245108	2.57662953	2.972251813	2.971578135	3.367972421	3.36964241	3.713978733	3.714513386	3.756996293	3.770504806	3.978569915	3.973862429	4.025666663	4.025636435	4.007092967	4.006712269	4.299182803	4.29922939	4.385752839	4.351013013	4.356147273	4.356066688	4.39857453	4.399755412	4.381868165	4.381046736	4.495501244	4.497837694	4.49612634	4.496629794	4.580786473	4.581316581	4.616223702	4.614658497	4.787390934	4.787195946	4.969120356	4.965975988
P51	Unknown	0.264224616	0.265308766	0.272186486	0.268838076	0.261844026	0.260694393	0.276460269	0.28126948	0.27317609	0.225392638	0.272347057	0.272332765	0.273261446	0.273459039	0.270896062	0.272223855	0.991984159	0.991874317	0.941770954	0.943225156	1.008859469	1.007712024	1.102851212	1.118729689	1.160594131	1.153883624	1.200486491	1.202241393	1.197420968	1.197526442	1.1941013	1.175923885	1.54526187	1.544672583	1.586757203	1.589074231	1.598650242	1.60099845	1.577333839	1.578048169	1.744588064	1.742755537	1.768095169	1.768552267	1.763257636	1.761733931	1.76397398	1.765211532	1.737686133	1.739196635	1.876822973	1.873865698	2.014172947	2.016045776	2.007396902	2.004740585	2.009965313	2.011279364	2.011144698	2.009235674	2.235845926	2.236056751	2.287009594	2.287291036	2.261249307	2.259767438	2.606299972	2.615783334	2.616480372	2.615090632	2.576385323	2.577698109	2.972496851	2.965931074	3.368007194	3.370056008	3.714623333	3.713319222	3.760425743	3.766589835	3.977115642	3.975507734	4.027235395	4.026920808	4.008580427	4.007720931	4.300433163	4.30204626	4.388122142	4.166106331	4.359328738	4.357951261	4.401490984	4.400630913	4.384692323	4.3842442	4.500420892	4.500685913	4.499334197	4.49832788	4.583614995	4.583309016	4.616897918	4.616758506	4.788850283	4.78533732	4.964811262	4.965558187
P63	Unknown	0.263946653	0.263540403	0.270351692	0.271030729	0.261788668	0.262038331	0.270253539	0.282023135	0.272595332	0.222169453	0.272431818	0.271448446	0.273392415	0.272148347	0.271358581	0.268448548	0.995189558	0.995173226	0.940563056	0.942771822	1.010075895	1.0128875	1.105483185	1.113546554	1.162037216	1.159929098	1.201097678	1.201605001	1.198893192	1.197573827	1.197097406	1.184686483	1.547728738	1.547974017	1.591506549	1.594165301	1.603669401	1.602509879	1.579057857	1.58211384	1.747805163	1.744919065	1.773146084	1.772627918	1.764370305	1.764820655	1.770287799	1.769620385	1.743803411	1.743125304	1.883638635	1.883256174	2.019530214	2.019466489	2.007913063	2.009329043	2.017407295	2.015268377	2.019021554	2.019818252	2.240690741	2.239137262	2.292213262	2.293687952	2.265348382	2.267154846	2.615847072	2.624473598	2.620826774	2.619506514	2.5822711	2.582656368	2.973428551	2.971227449	3.369496519	3.368801823	3.714930777	4.098870421	3.759653194	3.772529679	3.971502359	3.9770934	4.026132819	4.025356381	4.005850796	4.006504079	4.299348523	4.300553733	4.387551197	4.271457712	4.359908924	4.356747451	4.399131637	4.398514477	4.38342721	4.382786796	4.498613681	4.498490595	4.498258162	4.498535186	4.582958252	4.582292194	4.615296828	4.614968497	4.787497355	4.789490656	4.967675876	4.966631973
P71	Unknown	0.26394031	0.26658581	0.270502913	0.269629234	0.262177515	0.262750398	0.269165555	0.282812981	0.273832496	0.223844406	0.271438994	0.272163713	0.272871465	0.273814315	0.272134361	0.27224836	0.997131765	0.998516823	0.942856711	0.942338278	1.009754074	1.01126552	1.111528838	1.123081406	1.159942288	1.162965753	1.205077104	1.203418375	1.197399753	1.198128777	1.197255509	1.186749792	1.545953162	1.547565673	1.595464387	1.59721543	1.604254108	1.602583144	1.579995934	1.580361515	1.742347417	1.744121869	1.77235627	1.771808145	1.763249963	1.763105112	1.768282326	1.770173015	1.741421836	1.742048662	1.881600984	1.881548791	2.019434143	2.021881797	2.00850533	2.010272684	2.016569916	2.014578274	2.015841216	2.015645251	2.239170144	2.239545754	2.29203442	2.293098519	2.267817052	2.26584439	2.613871488	2.618484954	2.620013806	2.62028388	2.584188176	2.583712742	2.978147537	2.976479681	3.370401402	3.370622585	3.714812458	3.714096178	3.760595044	3.798430533	3.975361725	3.974116871	4.02576788	4.025973734	4.007060929	4.007542893	4.298523124	4.300220352	4.38795286	4.174652816	4.360498435	4.357232891	4.399146408	4.398791268	4.38248663	4.383257737	4.498064189	4.498242426	4.497239497	4.497444161	4.581912569	4.581411778	4.616184248	4.615035105	4.787698648	4.787894822	4.967257874	4.967365461
QC 1	Unknown	0.262929235	0.26755257	0.271547182	0.271069802	0.261500126	0.260890845	0.277155406	0.278230143	0.273926671	0.2265011	0.272686452	0.272695528	0.271799637	0.272246457	0.271139182	0.270674488	0.990259584	0.988079267	0.94217662	0.949376047	1.011996325	1.013485809	1.09712288	1.147765084	1.156015987	1.154327213	1.200218155	1.199823101	1.196308634	1.193945506	1.192301274	1.180039942	1.54494443	1.549537643	1.586561218	1.594321062	1.597171152	1.596544721	1.576666247	1.57996839	1.741564264	1.738301438	1.76553249	1.769567915	1.759406174	1.755858913	1.759969801	1.761643759	1.737348749	1.736812043	1.87508831	1.87405703	2.0053974	2.012467363	2.0062847	2.003655947	2.007350468	2.008991151	2.008509595	2.00963747	2.233864404	2.231736659	2.282707898	2.283127242	2.257738703	2.256493388	2.612023252	2.615113792	2.609881833	2.611438901	2.575374516	2.573777476	2.971606951	2.971579939	3.368003952	3.367430982	3.711903493	3.713028613	3.761900954	3.792114353	3.978516803	3.978681093	4.028737376	4.028493843	4.009051641	4.009134679	4.302000263	4.30180432	4.391601308	4.190936991	4.361317638	4.362569665	4.402602261	4.401950001	4.385680918	4.386530097	4.499604932	4.500309901	4.498654182	4.498184549	4.581220472	4.582123094	4.617277724	4.616616374	4.788709841	4.788219112	4.96902632	4.965270523
MeOH 1	Unknown	0.266459972	N/A	0.231516339	0.15821173	0.256425704	0.256714283	0.263491799	0.2956364	0.312458934	0.197997833	0.263282297	0.042999502	0.19673526	0.272024303	0.266900128	0.264840966	1.32653043	1.370989829	1.099463457	1.431577606	1.100371996	1.091600156	1.122057844	0.9793853	0.845633448	1.014303238	0.777536946	1.084705685	1.193382947	1.267470467	0.957146738	1.464372293	1.304510437	1.532489639	1.593600026	1.586325217	1.589912461	1.609712187	1.473525534	1.621966616	1.704935475	1.902642893	1.777882554	1.782127971	1.386241276	1.721769012	1.77035616	1.663680258	1.978962343	2.032419578	1.886593692	N/A	2.493738842	2.127426486	2.100303782	1.56223382	1.58136436	1.870042853	1.883990374	2.191519184	2.264542212	2.197556036	2.273223001	2.278607811	2.254238404	2.268148744	2.673415794	2.601909003	3.000061803	3.04418878	2.603083897	2.586104901	2.576320731	2.614917352	3.2437692	3.22197493	3.723309936	4.108596457	3.858923415	3.793457663	3.661850842	4.375883713	4.020589913	3.975679993	4.021985029	4.258271309	4.3073902	4.303800065	4.52725869	4.261746876	4.63954241	4.111260021	4.360144507	4.637959008	4.753096992	4.356749502	4.577639339	4.51074973	4.73133236	4.546176583	4.706580275	4.55144545	4.649401416	4.375519457	4.704353561	4.658250435	N/A	4.878789781
blank = water	Unknown	0.258998503	0.245470676	0.249019669	0.180495445	0.246009795	0.25580204	0.262158369	0.23612471	0.242757657	0.24211767	0.274815039	0.037917618	0.36784652	0.291615832	0.241954677	0.24424805	1.288248744	0.782000968	1.089775377	0.987697168	0.644204874	1.224833918	1.139883333	1.149954472	1.300941111	0.671046244	1.060772588	0.879048722	1.214790357	1.221728926	1.560078171	1.514834628	N/A	1.261054905	2.050570623	1.275928783	1.879448076	1.642619473	1.668255648	1.726891614	1.81296937	1.887143687	1.789146041	1.797369316	1.531666949	1.853277011	1.644360966	1.691779226	1.749556455	1.995161078	1.871366409	1.860956568	2.037198267	1.948166247	1.931331066	2.251749998	2.322187716	2.055085636	1.969817904	2.167256681	2.224820056	2.13856768	2.345656205	2.33341287	2.27893613	2.286954286	2.739806191	2.541252165	2.61682445	2.621573402	2.608723948	2.597440781	2.6585706	2.57158135	3.358734966	3.532941177	3.305277119	3.942901318	3.724178144	N/A	3.866469404	3.966998152	3.86367583	4.065936549	3.890512181	4.343717476	4.043056491	4.307218239	4.376436248	4.462584661	4.253318325	4.29248557	4.017469238	4.184679473	4.768141658	4.37640566	4.646724389	4.433536003	4.78359716	4.508133056	4.738113089	4.574953614	4.891734826	5.054164414	4.67585846	4.89581516	5.091782919	4.992104268
IS Mix 1	Unknown	0.263931311	N/A	N/A	0.159352565	0.259476925	0.262265296	0.264032736	0.280878992	0.312331058	0.1830496	0.266148427	0.040358591	0.260828625	0.269991302	0.26712075	0.255018443	1.350843486	0.981510585	0.974754764	1.119762841	1.084770172	1.08483522	1.080630353	0.980813676	1.1458962	1.296753685	1.1970263	1.176396739	1.191645477	1.590357259	1.086679233	0.956127585	1.14692593	1.49428749	1.591071005	1.594169156	1.404363744	1.592906376	1.576581316	1.574477009	1.811741619	N/A	1.761915718	1.760591983	1.755729582	1.755931163	1.775502277	1.740764367	1.739234058	1.739475351	1.796990476	1.962247954	2.51019283	2.014562006	2.107056607	1.548882859	1.770513071	2.070403986	2.059194903	2.22251931	2.272957283	2.244930776	2.239672791	2.293415439	2.260683399	2.260465675	2.494700948	2.593080862	2.813750375	2.798989121	2.579328618	2.578134239	2.644335145	2.647327341	3.412877122	3.34420509	3.804203641	3.724653468	3.78935399	3.66240553	3.718243011	3.92018002	4.040070462	4.077842436	4.006071646	4.006790036	4.322478635	4.260439177	4.387797954	4.201417488	4.419443522	4.142122602	4.077057801	4.217083679	4.383261108	4.383395518	4.589395689	4.55529307	4.496795949	4.496727478	4.69343203	4.436145659	4.610160989	4.582901708	4.950237769	4.816867727	4.949354576	4.958696849
Cal 7	Unknown	0.258827114	0.235964523	0.258962574	0.646237819	0.24960356	0.257334292	0.269124507	0.265862949	0.258845503	0.185244831	0.263639172	0.042491401	0.261150889	0.425474696	0.265529298	0.266196886	1.063994601	0.958607923	0.97916341	1.10388033	1.11141921	1.078704105	1.095600925	1.081187361	1.146748996	0.665714914	1.201970989	0.859948402	1.211686019	1.192480489	N/A	1.180931986	1.556280909	1.506420999	1.599635882	1.596261706	1.362928108	1.584726297	1.577054086	1.577092878	1.733298641	1.743008632	1.766740727	1.764908487	1.756358371	1.757364497	1.753164373	1.744950922	1.741034704	1.739493216	1.886979923	1.859056187	2.021285462	1.995947031	2.130815723	1.997897491	1.975934499	1.991574303	2.097444482	2.006640409	2.18348437	2.235856087	2.331275614	2.340174145	2.262540097	2.263124084	2.599845733	2.60064145	2.821811175	2.804561566	2.582318196	2.581859486	2.963628554	2.9746174	3.366877621	3.365806541	3.729061361	3.718105608	3.759064431	3.767725008	3.972511359	3.976175094	4.015333802	3.914993196	4.008162563	4.008214214	4.300036225	4.302509723	4.389684431	4.209154552	4.604751759	4.376512874	4.395700211	4.40307104	4.384653818	4.38457582	4.581115671	4.571778997	4.497358521	4.497108681	4.429167707	4.440337186	4.932756646	4.582882978	4.813089867	4.798179791	4.97236407	4.757157778
