Sample.Name	Sample.Type	N.Methyl.Alanine_104_42_qual	N.Methyl.Alanine_104_58_quant	TMAO_76.1_58_qual	TMAO_76.1_59.1_quant	Choline_104_58_qual	Choline_104_60_quant	Cytosine_112.1_69_qual	Cytosine_112.1_95_quant	Carnitine_162.1_103_quant	Carnitine_162.1_85_qual	Creatine_132.1_44_qual	Creatine_132.1_90_quant	Trigonelline_138_92_quant	Trigonelline_138_94_qual	stachyhydrin_144_144_qual.check	stachyhydrin_144_84_quant	Histamine_deriv_247_154_quant	Histamine_deriv_247_95_qual	Taurine_deriv_261_126_quant	Taurine_deriv_261_136_qual	Carnosine_deriv_362.2_207.03_quant	Carnosine_deriv_362.2_269.02_qual	Anserine_deriv_376.1_241.03_quant	Anserine_deriv_376.1_283.03_qual	1.Met.His_deriv_305.1_124.03_quant.must	1.Met.His_deriv_305.1_83.07_qual.must	Hippuric.acid_180.1_105_quant	Hippuric.acid_180.1_77_qual	t4.OH.Pro_deriv_267.1_132_quant	t4.OH.Pro_deriv_267.1_86_qual	3.Met.His_deriv_305.1_168.04_quant.must	3.Met.His_deriv_305.1_212_qual	Phenylacetylglycine..PAG._194.1_76_qual	Phenylacetylglycine..PAG._194.1_91_quant	Ethanolamine_deriv_197.1_136.02_quant	Ethanolamine_deriv_197.1_62_qual	Gln_deriv_282.2_130_quant	Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	HArg_deriv_324.1_189.03_quant	HArg_deriv_324.1_84.06_qual	Gly_deriv_211.2_136.03_qual	Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	Ser_deriv_241.2_106_quant	Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	ADMA_deriv_338.2_203.03_quant	ADMA_deriv_338.2_46.08_qual.must	SDMA_deriv_338.2_172.03_qual.must	SDMA_deriv_338.2_203.02_quant	Met.SO_deriv_301.2_237_quant	Met.SO_deriv_301.2_88_qual	Cit_deriv_311.2_159.03_qual	Cit_deriv_311.2_70.07_quant	Sarcosine_deriv_225_136_qual	Sarcosine_deriv_225_90_quant	b.Ala_deriv_225_136.01_qual	b.Ala_deriv_225_90.01_quant	Glu_deriv_283.2_148_quant	Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	GABA_deriv_239_104_quant	GABA_deriv_239_87_qual.must	Thr_deriv_255.2_120_quant	Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	3.IAA_176.1_103_qual	3.IAA_176.1_130_quant	5.AVA_deriv_253_100.02_quant	5.AVA_deriv_253_94.01_qual	Pyrrolidine_deriv_207_114.01_quant	Pyrrolidine_deriv_207_72.05_qual	3.IPA_190.1_130_quant	3.IPA_190.1_172_qual	Serotonin_deriv_312.3_115.09_quant	Serotonin_deriv_312.3_160.04_quant	Met_deriv_285.1_133_qual	Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	Orn_deriv_403.2_175.03_qual	Orn_deriv_403.2_310.01_quant	Cortexolone_347.2_109.1_quant	Cortexolone_347.2_311.2_qual	Kynurenine_deriv_344.2_146.03_qual	Kynurenine_deriv_344.2_192.02_quant	Trp_deriv_340.2_146.04_qual	Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	Putrescine_deriv_359.1_114.04_qual	Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	Cysteine_deriv_392_177.06_qual	Cysteine_deriv_392_223.02_quant	Cadaverin_2xderiv_373.1_128.03_qual	Cadaverin_2xderiv_373.1_280.01_quant	Spermidine_deriv_551.2_193.05_quant	Spermidine_deriv_551.2_416.22_qual	Thyroxine_deriv_912.7_731.56_qual	Thyroxine_deriv_912.7_777.53_quant
blank = water	Unknown	0.258184904	0.243044823	0.254728878	0.163978829	0.250424166	0.259490308	0.255360937	0.293092456	0.245763658	0.232330724	0.27345922	0.042508334	0.303761716	0.360528051	0.239234731	0.239523104	0.732653096	1.117067812	1.066223869	1.102518024	0.862205754	1.204328998	1.129878657	1.204061614	0.744357679	1.499764586	1.039352267	0.749482897	1.238272329	0.77734569	1.43949456	1.007347082	1.190118861	1.581799692	1.487417866	1.533507789	1.810900625	1.546807998	1.588136435	1.585840168	1.77221083	1.697034788	1.724444292	1.454141613	1.832049013	1.602012713	1.790823988	1.726427163	1.986709421	1.791456833	1.855119353	1.898201779	2.39126132	2.005191017	2.125127365	1.835990653	1.726076737	1.807380576	2.131393447	1.978134905	2.206134811	2.179435612	N/A	2.537795497	2.264315638	2.251931124	2.671948492	2.54993996	2.30122578	2.255266082	2.637220547	2.611942761	2.662836122	2.596308577	3.338458893	3.410947015	3.594231583	3.593981291	3.689465623	3.690274656	3.976267757	3.979187626	4.031679818	3.994790787	3.933122852	3.952914683	4.291261233	4.292264435	4.358809551	4.36651426	4.822897228	4.334489727	4.389917871	4.396559286	4.371145266	4.391962766	4.494271556	4.496492559	4.487286018	4.510238935	4.674858935	4.569648194	4.617885344	4.621124137	4.790236809	4.790546502	4.968150285	4.971101686
MeOH 2	Unknown	0.262670487	0.246085491	0.146283029	0.159660248	0.251271149	0.261759154	0.268254491	0.282529524	0.315659301	0.176717605	0.299600487	0.039330694	0.269893538	0.423295632	0.263556384	0.267233298	1.00836513	1.006501214	1.413750478	1.294285253	1.11163168	1.092186401	1.107957223	1.13820868	0.762924303	1.324751987	1.562238693	0.759575646	1.120180485	1.213977106	1.052838687	0.782666862	1.301091374	2.030911917	1.117621518	1.596254751	1.301047336	1.596893319	1.531628245	1.500700976	1.615188465	1.903721478	1.775253948	2.266880074	1.661730282	1.641993028	1.745366334	1.792916762	2.039304539	2.025697939	1.842847405	1.78042786	1.642878824	1.971120698	2.133008305	2.478839568	2.472539892	2.109515178	1.996303532	2.022119942	2.276659216	2.262390342	2.252351659	2.589631215	2.688043534	2.52030973	2.60598179	2.601181496	3.013194783	2.301006488	2.524918313	2.960769416	2.976959148	2.598929756	3.4808321	3.377703806	3.731333664	3.722595275	3.665665785	3.835456684	3.96574064	3.986963794	3.911082691	4.068865601	3.746151067	4.322039551	4.496912189	4.402694198	4.624765348	4.60294922	4.688681454	4.695776442	4.351236894	4.397150763	4.7361437	4.34158474	4.524944485	4.487784008	4.711401643	4.618176897	4.437160139	4.645723658	4.617465116	4.614947895	4.780967307	4.759613044	4.980057044	4.965915491
QC 1	Unknown	0.262523047	0.264264599	0.270944065	0.269789236	0.261048416	0.25918592	0.278334015	0.27499654	0.27286173	0.225694484	0.272086783	0.271234236	0.272954877	0.272918847	0.270047727	0.269439641	0.993564611	0.988091937	0.940177472	0.939460425	1.000879953	1.0057993	1.090460035	1.133859653	1.158602718	1.158251317	1.199376576	1.199255846	1.197060222	1.195124272	1.193633012	1.178796465	1.545252271	1.542999002	1.588443241	1.590199864	1.596520214	1.596885173	1.576699146	1.576442121	1.739017431	1.73916132	1.764651973	1.764849743	1.758200973	1.758541708	1.759765994	1.759612482	1.736540273	1.735050905	1.878491558	1.876911455	2.013174615	2.008283746	2.005026596	2.003516632	2.007920779	2.007677016	2.011811198	2.009303156	2.233366503	2.234697393	2.28330366	2.283145947	2.25587958	2.255157985	2.606570507	2.608686047	2.612028152	2.611891103	2.574157116	2.574692004	2.961050987	2.96880049	3.369721263	3.3698099	3.716526769	3.714617125	3.759966001	3.769361911	3.977427567	3.977729355	4.027729383	4.027900161	4.009560623	4.007821334	4.301002705	4.301186111	4.390650117	4.140150054	4.357090404	4.359668923	4.400960456	4.40154413	4.385215882	4.385091174	4.497785392	4.500367411	4.497537376	4.498463597	4.582695123	4.582472512	4.618188112	4.617696564	4.788075895	4.788255652	4.967602556	4.966546971
P78	Unknown	0.264545161	0.26593551	0.272212923	0.271728043	0.26206756	0.261191751	0.273590447	0.281458794	0.273335766	0.226204178	0.276179709	0.272294247	0.272716893	0.273174972	0.270208442	0.270214504	0.994757838	0.99546861	0.945871856	0.945093171	1.011450603	1.009723489	1.108343692	1.081774971	1.158259164	1.16438262	1.203248783	1.205690991	1.19765185	1.198711117	1.19484901	1.183787822	1.547765454	1.547093447	1.594990027	1.597638325	1.602508659	1.601417494	1.580927356	1.580915371	1.742435637	1.744568464	1.771169069	1.771215919	1.764331551	1.764586145	1.767037682	1.765800242	1.740917487	1.741275282	1.875684018	1.880062225	2.018558671	2.015461961	2.006527391	2.009452806	2.01358658	2.013530258	2.017436997	2.015513623	2.237184505	2.238561106	2.290384629	2.291064949	2.264332145	2.263444282	2.623043941	2.626331757	2.619775616	2.619891544	2.582447904	2.582424662	2.96282245	2.972359084	3.370207988	3.37077915	3.715057402	3.716231421	3.761564423	3.753958573	3.979924288	3.974404269	4.026740273	4.026540369	4.007821652	4.007570475	4.300461213	4.301141448	4.388622615	N/A	4.357326919	4.358471312	4.401023959	4.400583247	4.384373074	4.383655029	4.499462427	4.500104834	4.498845004	4.498813268	4.58186398	4.582030382	4.616382995	4.616258297	4.788274247	4.787125283	4.96578141	4.967019041
P69	Unknown	0.265409684	0.26666039	0.272396362	0.271830997	0.264244222	0.263299748	0.274086603	0.277475666	0.273772691	0.230765064	0.271480556	0.270325958	0.27302027	0.269265223	0.270596392	0.270772873	0.99439657	0.997456285	0.939467635	0.937766991	1.009419023	1.005338722	1.115841045	1.1080376	1.158110924	1.154404981	1.201403	1.200805986	1.194766428	1.19443824	1.194332749	1.182504977	1.543085894	1.543503441	1.590602302	1.59245326	1.596111853	1.596263393	1.576707933	1.576140268	1.737479866	1.738399047	1.766890114	1.766142476	1.759659568	1.759237997	1.760156518	1.761609721	1.733707211	1.734648064	1.874589577	1.873461986	2.010703436	2.013140136	2.005322112	2.002625777	2.00827067	2.007267441	2.009735461	2.00659256	2.233343836	2.232631483	2.284099466	2.283148175	2.256701668	2.256069445	2.614754691	2.619242339	2.612560963	2.61244439	2.572373752	2.572680935	2.958495233	2.966132382	3.365716387	3.363375198	3.710969215	3.710783416	3.755799654	3.752539487	3.973630982	3.973737767	4.024835143	4.025009436	4.006413812	4.0064541	4.300361998	4.301250543	4.387891043	4.136767111	4.35781556	4.355847352	4.399881131	4.400336856	4.382548478	4.382581517	4.497708025	4.49813223	4.498298404	4.49869593	4.583299893	4.582688507	4.617098198	4.616950297	4.787441466	4.786783991	4.966662947	4.966877058
P40	Unknown	0.261778721	0.262138719	0.271687402	0.268914105	0.261953484	0.261820253	0.270717847	0.28082147	0.272873034	0.247256563	0.27383473	0.2735735	0.271879092	0.27217858	0.269714837	0.269622912	0.991102773	0.986615725	0.942233131	0.940447536	1.00882699	1.006330226	1.101282617	1.10716578	1.157194358	1.16121347	1.201449668	1.200492957	1.197823032	1.196553489	1.195554818	1.181253036	1.546089096	1.544559354	1.58714237	1.591558127	1.596967059	1.596034346	1.578273074	1.576889193	1.741121368	1.739302149	1.766719542	1.766140754	1.760703965	1.758427149	1.75867714	1.759818397	1.734420644	1.733413095	1.876283487	1.880436928	2.016830548	2.013664259	2.005120853	2.000215392	2.007368733	2.007613113	2.005509391	2.009746093	2.230473384	2.232344746	2.283177156	2.281470936	2.256419328	2.254680468	2.618647149	2.611253116	2.611838318	2.612390755	2.573505405	2.573671582	2.977411256	3.378322485	3.365726763	3.362350454	3.71209599	3.714343186	3.756824907	3.805222737	3.974098664	3.974091566	4.025109881	4.025138501	4.006737789	4.006978391	4.299251432	4.300030927	4.386242005	4.187284989	4.362405215	4.356079656	4.398182339	4.398191095	4.382797068	4.382105931	4.498907686	4.498617866	4.497263587	4.497743358	4.581576228	4.581897743	4.614976277	4.61513462	4.787794517	4.787917568	4.966553966	4.96787703
P64	Unknown	0.259366492	0.261970403	0.267079837	0.272174358	0.259411441	0.258762149	0.273559704	0.285855135	0.270972806	0.23297653	0.273269608	0.268083446	0.271058368	0.267463212	0.268345304	0.26756715	0.993090448	0.990187767	0.938701358	0.939552008	1.009093436	1.012417943	1.105963205	1.138462831	1.161630752	1.158895737	1.201796545	1.199963858	1.196919835	1.196164487	1.193921898	1.181661506	1.546412835	1.546524412	1.587242195	1.591475283	1.59817369	1.598044031	1.576911273	1.576735111	1.744670348	1.741406429	1.767429784	1.767452074	1.759838026	1.760237406	1.763278818	1.763017867	1.737914412	1.737204889	1.879788263	1.87697449	2.012404827	2.015158134	2.004717586	2.005054528	2.009802281	2.009432823	2.00906712	2.010916562	2.235410878	2.232920482	2.288092415	2.286885386	2.25897623	2.260394579	2.616604927	2.61400031	2.615210345	2.614256007	2.578054477	2.576685281	2.975774464	2.973575915	3.367206191	3.367833312	3.712501295	3.713109696	3.760232954	3.826753495	3.975714565	3.975454903	4.026426895	4.025674286	4.006761924	4.007150094	4.300150245	4.30051562	4.386756003	4.252903328	4.360009703	4.356376347	4.399485116	4.400444025	4.383162736	4.382051361	4.499424942	4.499320107	4.498158943	4.498181797	4.58247612	4.582427139	4.617648817	4.617415758	4.788824696	4.788195871	4.967187493	4.966540088
P41	Unknown	0.257788826	0.2586956	0.269945195	0.269311558	0.259848587	0.257970593	0.279323611	0.279580817	0.271062691	0.259079168	0.270693954	0.271311587	0.270612288	0.270041425	0.268897635	0.269180134	0.988462843	0.992058581	0.939749017	0.937571525	1.008332532	1.009113891	1.10459022	1.126631372	1.158281539	1.156121436	1.200852565	1.200511024	1.200497229	1.198626212	1.201846827	1.181101981	1.547091663	1.547166605	1.590751634	1.591558694	1.597494827	1.596561693	1.581012077	1.577252213	1.745185633	1.743956907	1.767591914	1.769014401	1.76012547	1.761304296	1.763344359	1.762462973	1.74088486	1.739521537	1.88391394	1.880955377	2.016703318	2.015872201	2.005951712	2.007474094	2.010611603	2.009743836	2.010580003	2.011060904	2.238665988	2.237669196	2.289409929	2.289938518	2.26257259	2.261665415	2.616909829	2.619864028	2.617071153	2.616958341	2.580937577	2.581588828	2.975814482	2.973295879	3.36751542	3.368240806	3.712117167	3.712110145	3.757303536	3.776859223	3.975394122	3.974064997	4.026487068	4.025560425	4.00726455	4.006929136	4.2998635	4.301096244	4.387334742	4.209225933	4.364519289	4.35704686	4.39979465	4.400629078	4.38322968	4.383796685	4.498665753	4.499972669	4.498146642	4.498910381	4.583742895	4.583152223	4.617089131	4.617081036	4.787308883	4.787830222	4.964897264	4.966295018
P79	Unknown	0.261794374	0.264708121	0.270869522	0.270431509	0.260970346	0.260670368	0.290761792	0.285759261	0.272066485	0.225920244	0.271783196	0.271425855	0.272331946	0.271847532	0.271390469	0.27162052	0.993907619	0.993897075	0.941174127	0.94131537	1.008595009	1.014017502	1.100205864	1.105003799	1.154183941	1.157978766	1.201046368	1.200119775	1.195399959	1.194488238	1.192265664	1.175500664	1.544345072	1.545536864	1.590163357	1.590097214	1.597993689	1.597716894	1.575435621	1.576827878	1.7423248	1.742111112	1.768128095	1.767352905	1.759588825	1.758848487	1.761742587	1.761811405	1.734147775	1.734899379	1.874757878	1.877032284	2.018151692	2.014014994	2.005733722	2.007500862	2.009396674	2.00862357	2.012118114	2.011857035	2.234549952	2.233202729	2.28704823	2.285563041	2.258029795	2.260404709	2.611863649	2.618827302	2.614229976	2.614126068	2.574703701	2.57503807	2.971313135	2.968050171	3.368457642	3.368431617	3.712394731	3.712809136	3.758245536	3.759649865	3.973953794	3.974827598	4.02719917	4.025909023	4.007721579	4.007564748	4.300872275	4.300434044	4.389021698	4.590201695	4.358583215	4.359212396	4.400257685	4.399837044	4.383596041	4.383103041	4.498225549	4.498544753	4.497889675	4.497846628	4.582537218	4.582474961	4.617144394	4.616317247	4.790233965	4.788809974	4.967010968	4.968524767
P43	Unknown	0.262180131	0.264890797	0.269153833	0.270663706	0.261622465	0.261966033	0.269730064	0.291030455	0.272219901	0.242077071	0.272830933	0.272732703	0.271979093	0.423897739	0.269440425	0.269481182	0.985142307	0.988979188	0.934663326	0.938323354	1.003607365	1.004653429	1.100121607	1.120621922	1.156694382	1.152477862	1.200136945	1.197979384	1.193498955	1.192795927	1.191895817	1.182226676	1.542777416	1.546209916	1.581511594	1.591226955	1.594482078	1.593511089	1.574888715	1.575892379	1.742046299	1.740151885	1.766419318	1.763405113	1.757725811	1.756237888	1.759857842	1.759256959	1.735220717	1.733938692	1.876661671	1.875601981	2.012837354	2.009939879	2.004429755	2.003704124	2.00640947	2.006580562	2.008902269	2.007623916	2.229487048	2.231855808	2.281336867	2.281455165	2.254618746	2.254333322	2.614248744	2.615771993	2.610503674	2.609314009	2.572593739	2.570757571	2.959234818	2.970468306	3.363185126	3.363096708	3.711388512	3.710278356	3.754055178	3.754754892	3.973309991	3.971688852	4.024072855	4.024349318	4.004586043	4.004249286	4.298868838	4.299198782	4.384063467	4.22037547	4.357274184	4.353760941	4.398027645	4.398772868	4.380918864	4.380243209	4.496248379	4.496274961	4.496841231	4.49637805	4.580818658	4.581670714	4.616012064	4.615433855	4.787510355	4.786985198	4.966062942	4.967160378
P72	Unknown	0.264267574	0.266043865	0.268681305	0.268495286	0.2637931	0.262454047	0.282920764	0.29223031	0.271179734	0.226448871	0.273128131	0.273360669	0.27154918	0.270334416	0.268116372	0.268595972	0.993323795	0.99117066	0.940112283	0.936273084	1.006653348	1.009967056	1.100593768	1.109334412	1.160883506	1.155550121	1.199962506	1.201177453	1.19477178	1.194562445	1.193641321	1.182405475	1.545291384	1.545780879	1.590129193	1.592542283	1.599894542	1.597886953	1.578683729	1.577106425	1.742393327	1.741428082	1.769361166	1.767230558	1.759733	1.759759633	1.764694463	1.76289797	1.735714211	1.736147004	1.879289033	1.881413277	2.018805566	2.015100708	2.00635441	2.006883041	2.01109846	2.010486994	2.012533303	2.011771021	2.236823441	2.235636227	2.291083252	2.289856716	2.263448525	2.261866985	2.621562623	2.619882131	2.616745853	2.616769723	2.578040435	2.578972674	2.967630337	2.969361215	3.367720954	3.368284699	3.71276314	3.7128678	3.758881983	3.790339874	3.977931258	3.976644565	4.026203314	4.026146698	4.007729875	4.008115955	4.30104522	4.300778903	4.389500179	4.332594739	4.359101149	4.356135378	4.399093535	4.399613888	4.383775838	4.383224159	4.499672713	4.499524898	4.498654686	4.498360339	4.583425278	4.583078946	4.617116937	4.616811824	4.788361043	4.787571303	4.967629935	4.968016128
Cal 3	Unknown	0.259290496	0.262225262	0.263302009	0.263915452	0.25802852	0.25657334	0.269634024	0.269480152	0.260935159	0.26181014	0.26506507	0.265484717	0.262776378	0.263049001	0.266397019	0.266003437	0.996630593	0.993692304	0.945175117	0.941697956	1.016360888	1.012049145	1.113806012	1.111296502	1.161548175	1.160598768	1.203763222	1.203932873	1.198199334	1.199823232	1.198231116	1.192682973	1.548583973	1.548147123	1.595978783	1.594727599	1.603207472	1.601673179	1.581287382	1.58264583	1.748323645	1.745981451	1.77034539	1.770446428	1.760765239	1.759962968	1.76835018	1.763644341	1.743171613	1.743649794	1.886930599	1.88676568	2.022307113	2.018789474	2.011470946	2.012011485	2.013570317	2.014046279	2.016864623	2.016296058	2.238787335	2.237653597	2.292116715	2.29026699	2.26414364	2.264089578	2.617806156	2.616164435	2.616287143	2.617574431	2.581783579	2.581875185	2.972838469	2.973189893	3.371246697	3.37107423	3.715760257	3.715260336	3.759152005	3.758969142	3.974609238	3.974857097	4.026375658	4.025629409	4.007652344	4.00708143	4.298495385	4.300251297	4.374316892	4.369641659	4.35533247	4.355906971	4.400038835	4.400250168	4.384345214	4.38371485	4.498495675	4.498273055	4.497229835	4.497333547	4.434889149	4.586513577	4.618190979	4.618065137	4.787185151	4.787118624	4.96781968	4.967742759
IS Mix 2	Unknown	0.261230502	N/A	N/A	0.168862345	0.260467728	0.256802336	0.265169358	0.28088664	0.317382525	0.176519561	0.271654679	0.037217053	0.259579836	0.269861262	0.267223945	0.264321861	0.988928125	1.027041471	1.077656946	1.129312611	1.103898794	1.45210283	1.128812826	1.053853729	1.177540438	1.339787583	1.43897594	1.183324155	1.350606395	1.580351668	1.076125703	0.714676531	1.124704391	2.034456621	1.580377802	1.576817749	1.859835969	1.584678097	1.57555471	1.576066338	1.769664487	1.732684992	1.763180773	1.763884944	1.754864192	1.753537002	1.766146362	1.740901639	1.734950453	1.735597307	1.882122338	1.848570671	2.101873075	2.060002213	2.102026279	1.557808507	1.796670789	2.274629482	1.87738979	2.013578311	2.238432962	2.246508233	2.276956136	2.291872043	2.255024216	2.254116897	2.617380953	2.624063503	2.809978523	2.797716263	2.574926798	2.574429029	2.69997842	2.574193143	3.277890688	3.440854034	3.807640059	3.715132422	3.780435	3.829187551	4.057268464	4.463782193	4.011049317	3.919237523	4.006782465	4.006215499	4.307771742	4.686481951	4.387341703	4.154939497	4.676642898	4.382113997	4.073725828	4.397087115	4.385154049	4.383564733	4.518707715	4.524978754	4.497423388	4.497036448	4.44471579	4.446069036	4.615504688	4.60230734	4.785965046	4.637224368	4.896161558	5.172798979
P77	Unknown	0.263809332	0.26635102	0.270085848	0.271172326	0.26267901	0.262531079	0.282961868	0.277434118	0.273909101	0.223279921	0.274096154	0.2717845	0.27279712	0.271187909	0.270728256	0.271708103	0.993894928	0.991278692	0.942550689	0.943671564	1.007221346	1.008918416	1.110033835	1.124619397	1.162205341	1.157359237	1.200820009	1.201277488	1.198048436	1.197549087	1.199649657	1.184708658	1.549783798	1.54622895	1.593362981	1.593920461	1.603554981	1.602926029	1.578567965	1.581201018	1.74589256	1.74564338	1.771122748	1.770996389	1.762559739	1.760981468	1.765581163	1.768114298	1.74153329	1.741465561	1.880759176	1.877636373	2.017882758	2.016082144	2.00830375	2.010812949	2.013016355	2.011875351	2.011062793	2.01532483	2.237364146	2.237298801	2.290229271	2.289228115	2.261403843	2.263354407	2.613380417	2.617138508	2.615068282	2.615090529	2.577566889	2.5782623	2.965337643	2.963483139	3.367122031	3.367047257	3.71162127	4.097376335	3.757609234	3.7680293	3.972077488	3.973672821	4.025820994	4.024627408	4.006331854	4.005210637	4.299953709	4.300297168	4.387085097	N/A	4.354652008	4.357518382	4.399518846	4.399097482	4.38302218	4.381995887	4.496148643	4.498766604	4.497110984	4.496897472	4.582150268	4.582133146	4.616991875	4.616684099	4.787598101	4.787874221	4.964642647	4.966811836
P52	Unknown	0.263612454	0.264595164	0.270868552	0.269994156	0.262253649	0.261533027	0.27521733	0.28337646	0.273111906	0.226121395	0.272357926	0.272640933	0.274013347	0.425800284	0.269937511	0.270683895	0.992560904	0.98274882	0.940847267	0.938331807	1.002472683	1.002648954	1.451414695	1.115879921	1.153206744	1.153192753	1.197938549	1.196861785	1.192674083	1.194158983	1.191311575	1.172250329	1.543292782	1.542813222	1.58286742	1.591655743	1.595862333	1.595388848	1.574347495	1.57278398	1.738068673	1.73817144	1.76307452	1.764945229	1.757200402	1.755985767	1.757840971	1.759955351	1.733997892	1.733959504	1.876327337	1.875838775	2.012333737	2.009931933	2.005497428	2.002714813	2.007484633	2.007551466	2.005808222	2.006953666	2.235759028	2.234040834	2.289077051	2.286333196	2.256589801	2.257917559	2.61227169	2.61844277	2.615396362	2.615729774	2.575930454	2.576519682	2.972756262	2.984579235	3.366511572	3.366432062	3.713066556	4.100796248	3.760025286	3.763813064	3.975173829	3.975215748	4.026370498	4.026974456	4.007713183	4.007466273	4.300589097	4.301035354	4.390411692	4.234745318	4.357712229	4.360200341	4.40024033	4.399369988	4.385342876	4.385163143	4.498614807	4.498541415	4.498195204	4.498546165	4.581940427	4.581509056	4.615468313	4.614791382	4.785694308	4.787798188	4.966795407	4.967840273
P60	Unknown	0.263011352	0.262706272	0.270323745	0.264857163	0.262705431	0.261835629	0.267102835	0.286932118	0.272354019	0.247422786	0.274790823	0.273747568	0.271968255	0.271925912	0.269112085	0.269499785	0.990261375	0.983326043	0.942061399	0.941709633	1.008767432	1.005803198	1.111309019	1.11779488	1.156029408	1.157895682	1.199895916	1.198107104	1.196472648	1.196098053	1.196039785	1.178301215	1.546280744	1.544845196	1.584786251	1.593512235	1.599871324	1.597850247	1.578366634	1.578841044	1.741892551	1.743968669	1.766798933	1.766537734	1.758786119	1.757886103	1.759728523	1.762024601	1.737527592	1.737026603	1.877508945	1.878267617	2.014707803	2.013269705	2.006258301	2.008735571	2.00911862	2.008850173	2.009439478	2.013380871	2.234433658	2.234069212	2.287035041	2.287241063	2.258459152	2.25889592	2.612677038	2.611155852	2.615083664	2.616300346	2.576693191	2.576364971	2.977493406	2.96174104	3.3675477	3.367937515	3.712372289	3.7137182	3.757669923	3.73434973	3.973757999	3.974094933	4.025174706	4.025193023	4.006687135	4.006519451	4.299117904	4.298675677	4.386190111	4.274188843	4.358223509	4.357035297	4.399123822	4.398698537	4.381514733	4.382053764	4.494820722	4.496919231	4.495609528	4.496041342	4.58118995	4.581427042	4.615976767	4.61522978	4.78861651	4.785707826	4.96630687	4.968848233
P73	Unknown	0.264025933	0.264801155	0.270411819	0.269074865	0.263426651	0.262242038	0.272061451	0.285605364	0.27270153	0.228145756	0.274767088	0.272960503	0.271476896	0.27168984	0.269306189	0.268770196	0.991655292	0.991857646	0.942250302	0.943700638	1.009373122	1.00725239	1.109249389	1.123757805	1.16029688	1.159480961	1.201371121	1.200593533	1.196375439	1.197183266	1.196770084	1.184474944	1.544985294	1.545724956	1.588990485	1.591739362	1.597054527	1.598228609	1.578349507	1.576459699	1.743697699	1.746729853	1.768699406	1.768959472	1.764517423	1.763053046	1.764718064	1.764001401	1.736246624	1.735818129	1.874888992	1.87704219	2.017588555	2.015335281	2.004620837	2.005074255	2.009653474	2.008411005	2.009168205	2.008242038	2.234674969	2.235302234	2.287771465	2.287728056	2.259273594	2.260206073	2.612864217	2.618610994	2.616378722	2.617208335	2.57901789	2.579726337	2.975669328	2.969960631	3.369231989	3.368737176	3.710743594	3.714257491	3.758607925	3.7810918	3.973527802	3.974357134	4.02588177	4.025893908	4.006811583	4.00649643	4.299198131	4.299831195	4.389203737	4.270427909	4.361911468	4.356111194	4.399175807	4.399116312	4.382649117	4.382179095	4.495976803	4.49744127	4.497465986	4.497773132	4.582318471	4.581761468	4.6160029	4.615740262	4.786750895	4.786550883	4.967426099	4.968112543
P53	Unknown	0.262654578	0.264589791	0.27016662	0.269813348	0.262617626	0.262190145	0.26951497	0.27479242	0.273829027	0.232380288	0.270465804	0.269446879	0.272223681	0.270946685	0.270253089	0.270057554	0.995611876	0.991840855	0.940008948	0.945682636	1.008846282	1.008905986	1.115113884	1.118555413	1.161460456	1.157803175	1.200245103	1.200626718	1.197288775	1.196079734	1.196340791	1.188241885	1.545781497	1.546787202	1.585776527	1.594222159	1.598278805	1.597291022	1.5778977	1.577467808	1.736462425	1.740168497	1.768486511	1.768933717	1.761862388	1.760145314	1.762788323	1.763277697	1.738698006	1.738215302	1.876544753	1.876904609	2.018398347	2.016202239	2.007237869	2.009334621	2.014675627	2.011101378	2.008789799	2.0140967	2.237728769	2.236630267	2.289569538	2.288866846	2.261574111	2.261635203	2.6174195	2.619175404	2.615388492	2.61545172	2.577196595	2.57711233	2.975971984	2.969845086	3.365534964	3.366149507	3.710963534	4.098734055	3.755322068	3.763360263	3.973699635	3.973970073	4.0249376	4.025093666	4.005647247	4.005575414	4.299771225	4.299965408	4.389933106	4.39580252	4.361342888	4.357530879	4.400761279	4.4008975	4.383678394	4.383994558	4.498919099	4.497834193	4.497879012	4.497226242	4.582587449	4.582915611	4.616183277	4.615610225	4.786204974	4.788519263	4.966648059	4.968264659
