Sample.Name	Sample.Type	Classification	M243_N.Methyl.Alanine_104_42_qual	M243_N.Methyl.Alanine_104_58_quant	T246_TMAO_76.1_58_qual	T246_TMAO_76.1_59.1_quant	C282_Choline_104_58_qual	C282_Choline_104_60_quant	C178.Cytosine_112.1_69_qual	C178.Cytosine_112.1_95_quant	C242_Carnitine_162.1_103_quant	C242_Carnitine_162.1_85_qual	C261_Creatine_132.1_44_qual	C261_Creatine_132.1_90_quant	T248_Trigonelline_138_92_quant	T248_Trigonelline_138_94_qual	S240_stachyhydrin_144_144_qual.check	S240_stachyhydrin_144_84_quant	H030_Histamine_deriv_247_154_quant	H030_Histamine_deriv_247_95_qual	T230_Taurine_deriv_261_126_quant	T230_Taurine_deriv_261_136_qual	C251_Carnosine_deriv_362.2_207.03_quant	C251_Carnosine_deriv_362.2_269.02_qual	A368_Anserine_deriv_376.1_241.03_quant	A368_Anserine_deriv_376.1_283.03_qual	M262_1.Met.His_deriv_305.1_124.03_quant.must	M262_1.Met.His_deriv_305.1_83.07_qual.must	H102_Hippuric.acid_180.1_105_quant	H102_Hippuric.acid_180.1_77_qual	H096_t4.OH.Pro_deriv_267.1_132_quant	H096_t4.OH.Pro_deriv_267.1_86_qual	M263_3.Met.His_deriv_305.1_168.04_quant.must	M263_3.Met.His_deriv_305.1_212_qual	P265_Phenylacetylglycine..PAG._194.1_76_qual	P265_Phenylacetylglycine..PAG._194.1_91_quant	E035_Ethanolamine_deriv_197.1_136.02_quant	E035_Ethanolamine_deriv_197.1_62_qual	G121_Gln_deriv_282.2_130_quant	G121_Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	H163_HArg_deriv_324.1_189.03_quant	H163_HArg_deriv_324.1_84.06_qual	G004_Gly_deriv_211.2_136.03_qual	G004_Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	S130_Ser_deriv_241.2_106_quant	S130_Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	N218_ADMA_deriv_338.2_203.03_quant	N218_ADMA_deriv_338.2_46.08_qual.must	S241_SDMA_deriv_338.2_172.03_qual.must	S241_SDMA_deriv_338.2_203.02_quant	M224_Met.SO_deriv_301.2_237_quant	M224_Met.SO_deriv_301.2_88_qual	C243_Cit_deriv_311.2_159.03_qual	C243_Cit_deriv_311.2_70.07_quant	S205_Sarcosine_deriv_225_136_qual	S205_Sarcosine_deriv_225_90_quant	A364_b.Ala_deriv_225_136.01_qual	A364_b.Ala_deriv_225_90.01_quant	G152_Glu_deriv_283.2_148_quant	G152_Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	A221_GABA_deriv_239_104_quant	A221_GABA_deriv_239_87_qual.must	T183_Thr_deriv_255.2_120_quant	T183_Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	I038..I056_3.IAA_176.1_103_qual	I038..I056_3.IAA_176.1_130_quant	A362_5.AVA_deriv_253_100.02_quant	A362_5.AVA_deriv_253_94.01_qual	P264_Pyrrolidine_deriv_207_114.01_quant	P264_Pyrrolidine_deriv_207_72.05_qual	I079_3.IPA_190.1_130_quant	I079_3.IPA_190.1_172_qual	S212_Serotonin_deriv_312.3_115.09_quant	S212_Serotonin_deriv_312.3_160.04_quant	M177_Met_deriv_285.1_133_qual	M177_Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	O089_Orn_deriv_403.2_175.03_qual	O089_Orn_deriv_403.2_310.01_quant	C260_Cortexolone_347.2_109.1_quant	C260_Cortexolone_347.2_311.2_qual	K112_Kynurenine_deriv_344.2_146.03_qual	K112_Kynurenine_deriv_344.2_192.02_quant	T184_Trp_deriv_340.2_146.04_qual	T184_Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	P187_Putrescine_deriv_359.1_114.04_qual	P187_Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	C233_Cysteine_deriv_392_177.06_qual	C233_Cysteine_deriv_392_223.02_quant	C134_Cadaverin_2xderiv_373.1_128.03_qual	C134_Cadaverin_2xderiv_373.1_280.01_quant	S122_Spermidine_deriv_551.2_193.05_quant	S122_Spermidine_deriv_551.2_416.22_qual	T249_Thyroxine_deriv_912.7_731.56_qual	T249_Thyroxine_deriv_912.7_777.53_quant
P48	Sample	Block 2.1	153931.8364	157034.5864	77528.29618	52806.20828	760933.4909	1706615.391	11293.874	27781.61019	416582.196	527282.3969	174138.2554	4.90E+05	104146.6971	65988.77945	799785.0564	119270.4492	5503.282149	3817.969436	1856610.045	722502.3233	1098473.143	1027470.158	51082.84597	33090.91977	766079.4274	169168.4783	1153177.566	1170095.382	12249641.93	4910016.525	761706.015	1663029.928	122816.0321	293113.7796	45891.57963	30692.50063	16423367.62	15894141.68	882560.9704	840637.7156	412648.9069	276389.1865	17665520.69	23235987.28	1750398.272	1858756.57	2850050.963	2230570.391	15122340.24	5499943.758	608778.657	57178.64183	81931.62628	319992.1122	273420.6008	96903.63006	1314453.357	1514418.089	17418.35264	86721.17079	198619.5299	384875.3259	6874618.488	4945821.325	12014337.24	4150394.987	9450.467541	6395.636287	38295142.81	11991106.49	27219825.07	9897846.263	2831.436106	19586.9757	76325.85593	35091.63403	125549.8141	69735.46916	52168.34525	11139.90782	226915.7553	1194965.088	4674321.693	10317445.27	1056940.258	2395685.87	6410220.442	16396308.12	99968.65278	20235.02949	27883.2559	44885.46156	4319038.68	9056269.184	7240306.159	13804637.9	125967.3976	491177.1191	6539439.201	22284979.43	891616.2225	1452455.832	49695.28288	223561.7761	42792.88783	56184.50272	7300.116306	10427.21929
P55	Sample	Block 2.1	140485.1889	128256.9812	88046.12065	42133.64916	651374.2396	1599390.847	4553.501694	23780.13023	430993.6439	544810.3382	47899.68685	2.50E+05	132864.7506	68938.37301	803061.1284	103438.1286	36517.41917	23198.02893	1043297.397	401641.2528	935551.104	886116.2965	41261.85154	26659.12368	970060.5148	220965.2937	2908798.916	3049254.013	14601901.03	6345553.213	649782.257	1508300.993	70233.6074	166935.951	39134.34618	34859.87623	18767371.17	18962530.84	968542.1728	897389.9687	303125.1547	205735.6204	18629375.55	23674609.1	1812204.634	1991955.65	3891162.109	2996293.765	15858619.3	6340436.707	846272.4926	92958.75791	113004.695	440287.4133	256754.084	134895.2057	1290812.614	1443696.014	20076.01735	90697.5264	188267.5392	384059.9382	5981262.845	3421865.994	12845236.53	4059962.267	9574.08766	8053.513209	44160883.79	14148457.81	29703856.71	11650405.98	11219.39669	85677.31859	242429.5181	141527.2845	272366.3539	91472.24728	68396.0953	23911.72822	6063.902816	72159.2687	3768678.864	8263540.046	1308447.372	2995841.942	10254389.49	22966717.25	140627.3233	4966.553355	52025.34006	77777.38066	6233151.163	13601742.77	8485253.684	17095271.76	178226.2042	560422.5275	7589306.785	25485120.14	972674.292	1672439.315	325902.5932	1193078.757	30676.75296	43534.86026	7871.881738	14113.7978
Cal 3	Standard	Block 2.2	106367.6073	204046.6123	920206.8267	610129.2844	576860.561	1234983.782	179352.0236	980781.7843	1051090.73	523142.0429	118291.8171	4.19E+05	1297294.834	699325.3196	14905344.51	2239352.993	2235494.725	1491189.076	442031.054	170756.6387	199684.546	248297.0393	622700.0643	441368.2012	677106.0842	123059.1187	546473.5667	651919.0165	1818278.296	758232.6616	1215708.246	1997654.928	130296.3953	267256.9909	598301.8218	741419.0291	156902.8377	131922.8672	222623.7057	191221.7851	1241889.882	814762.7393	206668.7825	336947.4331	361352.1556	339979.162	114941.0214	100861.1117	4072998.14	1684396.412	1158557.236	126954.4677	223233.2148	1050833.23	274049.283	137353.8734	62656.07887	67566.42536	70154.84178	221734.2523	95941.14842	176094.157	29325.73829	17137.62572	1461083.102	379879.7728	55314.82467	56898.84107	462108.9773	151683.0386	8522633.794	3275682.016	374451.6198	2231650.348	224899.8992	150815.1969	5544200.444	1917780.044	2191160.421	515924.4743	394606.0161	2712472.556	269364.5754	637810.069	343428.3195	700587.9132	163210.8919	424312.6949	338558.6727	114731.5427	317409.2995	397769.496	987075.3212	2090386.723	4212911.851	8125000.321	1146372.229	3955609.273	2071579.893	7133953.164	9286.904136	3404.371909	1088510.94	3410570.436	1026555.422	1523319.313	13279.9031	24647.57296
IS Mix 2	Blank	Block 2.2	2785.207984	47923.68639	N/A	5725.145541	30105.70789	39060.67397	10032.05993	23952.42575	39648.7442	27918.84626	1722.886729	6.50E+03	63061.99877	43000.10632	503136.4044	18634.74334	2630.998977	904.4068753	2485.02016	34595.07658	4242.990378	7771.088663	1392.459001	955.1346213	1224.200475	561.9431632	3080.151565	16393.67574	2689.911919	2143.182976	4595.600212	1067.991209	11575.0493	3381.374223	4370.071888	5031.884383	2510.40531	1889.680913	414661.2761	372205.8548	3350.784836	976.1072087	71136.07099	97136.03443	766743.4675	732193.4031	3248.787017	5584.874957	8801089.893	3647800.856	344.6943346	1988.403764	2126.857632	2236.997874	14797.84443	841.6439792	2935.537076	691.1263057	64195.31204	279.3842064	1579.112113	176.1179577	1149.066954	661.1209764	3410359.933	1094104.757	1031.900295	283.8889751	35337.33556	13404.96285	17412297.75	6278056.524	705.9897775	15208.15375	1521.747729	64.38563981	43943.2765	2096.952358	1412.64308	4024.460405	608.0840025	3527.306514	3407.66846	474.0350487	643171.3164	1282441.248	5224.668788	20577.6329	96993.03601	2394.410558	1260.552688	1828.710909	20205.94612	8523.030629	6339060.306	11668801.09	3268.27893	30479.87888	5383406.113	19432779.24	4955.877924	1360.116471	6836.520619	28029.91058	8770.414129	9236.436219	1051.264056	468.9807521
P62	Sample	Block 2.2	92657.2727	90069.17971	273163.2992	153473.6064	422483.6813	1030329.561	13648.96736	40064.09424	283913.7994	465771.5748	118403.3639	3.08E+05	135089.9722	81413.17411	746311.3502	85047.42865	94635.76282	60204.70868	2664207.24	1067140.514	606581.5252	632162.3738	53709.51672	36462.39574	498945.3097	104208.6755	174217.8628	188139.6459	12679008	4972888.581	422491.9025	871687.0024	241006.3289	493659.0378	30968.6654	31775.40382	21467762.86	22435927.76	812372.6558	703060.8051	196590.3197	110905.2891	23099788.85	29342214.81	1709986.252	1704752.087	2136885.018	1709289.761	13380547.2	5239690.907	497305.4934	53429.71575	66839.46785	311083.8389	174705.2994	84102.42181	1150756.789	1315721.484	32963.32762	111737.1773	279014.4504	509593.0687	8932933.442	6189797.634	10671012.17	3686885.674	4710.806102	6023.907025	23077008.59	7787754.761	24930868.69	9750981.163	13730.23529	72457.20931	126707.9925	81055.04849	313755.1157	98004.79399	58770.87145	38339.88434	49257.0549	270985.9593	2967052.832	6417274.732	1110653.164	2170533.86	4882952.437	10813364.81	87606.90422	1556.951202	32795.07534	48659.86343	4114062.382	8848021.888	6605604.023	13837468.07	100177.5624	353831.1371	5551901.953	20511292.98	658308.231	1061525.11	172288.9511	620326.8378	17563.38057	28669.96248	5677.118419	10734.1121
P85	Sample	Block 2.2	135387.8407	146861.2936	121019.9193	85937.32776	636452.4494	1529849.246	11783.0158	55708.45858	483096.3678	722227.1199	79611.17989	3.36E+05	122114.8141	50384.62428	547505.6341	65964.37011	369716.1409	221044.7256	3609998.268	1375423.635	731871.1492	747092.8167	37387.43355	29162.70457	935742.1793	212281.8692	2499132.075	2183498.356	19265905.06	7528359.636	748596.5244	1577485.91	117578.5856	236704.7477	90952.7091	89068.15802	19705508.9	20950791.51	889562.5447	762882.0693	308521.9203	223182.6605	28682239.36	36129603.45	2021847.936	1954522.949	4985097.427	3816213.579	14792208.77	5762387.202	844954.3552	93673.58598	107922.4804	427947.7764	278081.2189	148530.9424	1839619.652	2040862.241	48708.17488	119918.5323	388549.9594	650130.1919	6504211.529	4463551.467	10537024.89	3754396.234	11696.07508	9576.280128	54062275.02	17492228.25	28026161.71	10054030.13	10765.07234	65140.50349	235315.0398	123717.8669	123832.8385	65720.67098	111705.1342	40664.67455	128139.6666	842843.2753	3760826.172	8528822.523	1197223.119	2314492.674	8660895.867	19784871.84	98252.20457	5713.899016	25534.64912	41678.65006	5136490.825	10274387.54	7807998.161	15582411.95	158621.2019	552287.9484	6807382.485	24697506.8	644481.7157	1130362.851	318412.0869	1173221.568	49290.29682	79193.22329	8701.117777	15429.3184
P54	Sample	Block 2.2	116296.4737	126947.9853	270789.509	173509.4178	537884.9577	1279693.411	10159.55972	32354.73482	369830.7363	471193.4746	127879.6982	4.58E+05	147606.4135	75548.75869	710405.9236	86706.1417	361397.7251	250198.9205	1720712.617	701298.2671	802782.6437	947789.0431	35422.4178	28543.42777	691960.6499	140556.9713	186229.5163	198414.7614	9572334.695	4095662.188	459898.3155	1118041.693	94713.19633	279092.233	44581.03637	39829.26104	9124612.309	8661423.36	546331.2792	562985.58	108011.2716	61628.92391	16938049.51	22400344.12	1379109.095	1324857.357	2263267.1	1945510.6	10097414.93	4015519.946	388431.5911	49112.2747	47204.55643	194070.5676	136705.4279	63489.51983	723751.8174	855388.1779	20066.44255	64987.25505	132155.2955	236769.976	6243008.408	4102110.713	6683410.8	2069435.111	3901.896223	4744.89937	14477939.85	4881082.972	20086509.01	7173378.264	6988.206786	45402.51423	140822.7907	85953.6674	206427.3703	71680.12574	75136.18423	23006.58866	45008.58926	211132.39	2359156.488	5239271.197	726349.4764	1520383.224	3953185.405	10266394.92	88095.49211	3009.278303	28407.8182	37301.74758	3347382.376	7315768.185	5739752.239	11851668.05	105495.9242	289278.512	4044003.973	14235909.1	484793.9829	774060.7121	139900.3195	486648.9407	20291.41047	27449.9508	2859.097524	6448.624466
P81	Sample	Block 2.2	110307.208	159144.4396	100589.3996	50822.17419	565416.8329	1442599.064	16484.73278	47757.1494	340717.6398	419248.2344	77108.26904	3.24E+05	96795.3137	63679.99282	697849.494	88956.26982	137803.4358	93320.09047	1043874.556	396183.2958	589018.02	588386.3726	26880.95059	23152.4356	920207.3134	188118.2343	1936122.327	1771014.59	11112331.69	4652189.768	335951.1583	979385.7088	59566.79083	127739.8985	45651.35131	40135.50963	7875492.28	8570767.277	746834.8529	618697.3553	231804.0795	156924.6968	16272954.51	20972038.16	1529505.117	1540086.792	3034057.254	2481864.642	13553240.5	5129262.501	567555.8652	75338.07548	59560.11423	286535.6972	207363.972	96276.56274	1081246.347	977615.8023	21838.46931	86942.81782	190841.7495	346463.8177	3968315.915	2608402.521	10458678.58	3385200.851	9840.763476	7091.848324	30021420.66	9937098.172	24551498.22	9801317.188	5952.648631	31460.73092	195187.4586	132702.2088	141000.6376	52217.99117	97141.09312	32540.30305	33670.72753	196698.5372	2632341.645	5476609.907	938674.6488	1890763.356	8786256.89	20062207.19	86369.60333	9515.917446	38633.0616	58004.15823	3659639.707	7936255.737	7092758.114	13902784.95	116381.0667	406454.8595	5357013.46	18478545.65	472613.2041	716640.0782	290726.5924	869264.8282	33185.26236	43834.65902	5809.294213	12876.38448
P42	Sample	Block 2.2	83034.03054	80192.75147	57790.43229	63995.43461	371830.5189	895330.4454	9566.265984	20176.29296	352047.3853	520077.4981	62378.37489	2.81E+05	97404.35447	46681.75862	716286.2998	94481.81424	19718.7004	16623.956	905063.2159	311138.1557	835745.4824	849030.5638	35159.44038	23148.72291	878540.1696	188644.972	1572129.759	1364211.865	12474739.71	5021404.755	771312.9673	1607519.062	110897.2281	260909.9711	34627.85539	25692.71574	17644366	18241135.94	874271.7669	763642.5566	628936.5066	406846.6834	22616171.06	29325838.12	1699195.032	1809858.236	3249238.035	2655468.907	14018648.18	5430420.002	686764.627	77359.81387	101804.0283	369131.1601	218865.9369	114375.2201	1375760.377	1549494.421	26589.03517	102820.858	162914.5792	359263.7402	6056553.41	4167004.165	11590169.09	3809424.311	6885.747798	6251.347019	34174255.13	10961999.42	26995017.12	9832490.589	1712.542143	35517.09676	54366.59371	35594.28259	141109.9944	67901.9024	50007.52172	18927.17024	8080.748605	45739.81898	2765866.188	6807005.892	1099456.401	2055733.328	9003344.449	20849404.93	104303.8854	15912.9041	29689.90307	36571.94424	3937922.083	8749662.675	7278994.097	14194150.33	109678.4913	396747.5434	6425638.016	18884964.73	646590.6774	906491.1665	123256.7145	455576.8191	26626.31827	47534.18986	5048.33096	10345.84677
P58	Sample	Block 2.2	144619.6369	168765.7845	103037.1809	59155.87622	667319.2745	1500940.281	10937.42846	24457.13029	562697.7222	586670.4277	198961.4168	5.94E+05	158793.1938	86178.18322	1056679.99	135645.5331	58411.80907	50342.41631	4456842.316	1766963.814	437998.8888	452343.9403	55445.83792	31369.37515	974909.9391	215652.6612	170160.3478	159980.5781	9014722.932	3914550.706	937879.7702	1813166.322	67919.45256	158663.2509	33236.5498	28899.3192	11952097.9	11203285.67	999394.8179	889938.8367	530790.1279	323989.6388	17253655.88	23833199.95	1699719.459	1770891.099	2561277.595	2239823.667	16010691.51	6210492.36	754438.9983	80589.60154	97721.40188	419494.0054	253255.407	126317.6449	1187925.984	1305433.906	19537.08963	84253.26806	259379.2435	414982.1303	10958550.63	7319372.147	14642124.22	4964901.577	6587.224979	8409.781784	32777611.3	10574176.85	28040826.99	10104114.5	4567.20595	43379.78206	92380.34539	50790.774	239655.1701	62024.94664	68979.47255	26095.18116	23628.12979	124959.3492	5235013.119	11826161.58	1235334.253	2364203.114	8730309.185	21232184.08	118958.0128	8315.567658	37681.2777	55754.24258	3289277.327	6811279.635	7455681.627	15497278.18	146716.7002	515905.9218	6338612.918	21888719.34	860565.0889	1477953.536	93809.43715	320641.0858	31385.78654	32832.9463	4507.541099	8192.937282
P83	Sample	Block 2.2	157031.6369	157554.4992	516051.7661	339920.1804	752727.6952	1803484.631	12890.90291	41548.3665	360802.882	714304.2081	77477.79997	2.98E+05	92533.42344	50457.66737	801415.4267	113937.8332	569086.9018	353285.5026	4315807.329	1761364.222	874288.0692	717717.4025	28159.50259	32187.06026	777660.9781	172232.1696	237112.361	268143.2257	14077654.83	5726745.227	543724.506	1221293.802	155278.1525	369800.2185	53035.76025	59804.1569	18474181.72	17525408.72	717779.9657	649909.2084	150005.7338	88104.47863	23795837.32	31095997.01	1922741.195	1911536.478	2988706.168	2247004.207	12890068.92	5376911.67	537335.172	65127.35308	98656.93288	389791.2043	249617.2629	112342.8291	1299711.898	1297032.874	22687.84775	70831.10368	295203.3437	482972.6252	7290913.234	4699139.089	9214904.174	2933407.083	10681.14093	7575.208125	31190177.71	9702721.651	26725689.25	9598009.881	29618.24825	198906.3954	208849.0347	114421.9972	290250.109	102375.2065	113764.7344	38539.23916	161995.0787	929959.5634	3690645.915	8095592.767	1179555.473	2221579.259	4424447.351	12143346.04	120075.77	3047.852759	21122.93725	40484.31794	3692163.664	7568406.63	7085960.93	16253237.61	112635.1205	420749.8517	6085615.245	21468382.3	769424.1599	1320814.185	589445.0977	2203322.823	74869.6497	138530.9468	6593.639926	9956.313933
P61	Sample	Block 2.2	129346.1481	156878.0077	77517.71971	42947.51626	680790.6249	1680884.182	9963.887875	36239.57358	338256.9878	308582.6457	88250.46572	3.45E+05	196981.5681	99357.0041	934725.0714	116353.2041	9825.585533	3743.745782	1602412.247	604609.7821	570510.1056	473061.4137	25087.65181	16265.72034	645455.3379	121298.7087	1806319.638	1925972.91	13026241.51	5264519.787	625465.9212	1215165.236	59495.27227	114061.998	36458.62741	31145.80748	8436026.47	8142020.203	639128.5993	573986.1972	273331.5268	198777.8633	13262611.36	17422170.11	1255225.462	1243051.364	1841742.746	1606462.363	10329162.44	4147169.899	474279.937	49296.781	56875.3681	230719.0171	202619.2341	113671.1684	1016127.594	1119434.544	21717.15208	73770.94462	220528.9801	428800.0552	2525066.498	1633134.417	7759344.956	2575979.415	5230.89018	5161.423499	31577964.55	10604891.92	19715608.82	7014378.091	1185.667685	15567.35262	96707.90998	53345.19017	130314.7836	36567.36453	49864.36636	32526.74202	2522.463241	16733.14118	4172362.402	9903486.204	766999.0619	1505911.664	4942461.298	11608385.62	65361.71502	2349.955563	37417.61822	48333.75	3123174.257	6527294.758	5155343.257	11228792.28	76884.85114	271391.2287	3696316.1	14481483.87	359362.1877	606155.2761	94886.27449	343811.8402	8271.939972	12474.13527	4307.069072	7314.572082
Cal 3	Standard	Block 2.3	82782.912	174999.5555	763914.6198	536443.0242	464898.8854	1080114.129	167630.7972	927607.9408	928411.1756	454992.8126	151454.1991	3.69E+05	1198242.382	604163.7202	13993467.46	2094564.294	2201194.593	1335724.67	441472.8555	169049.1859	195599.3026	212457.0144	596333.9864	361187.0568	534795.274	121656.6329	576065.9167	555081.9003	1818477.5	691420.4427	1086392.495	1879126.858	100952.2681	240302.9389	465990.2284	646603.1502	122099.039	122318.8975	204032.8525	184280.5661	1038084.696	685284.0447	227348.2381	312569.9614	319723.1552	314184.7923	105463.0931	103283.1857	3841440.046	1619669.085	780567.3995	131676.9845	237347.4168	937335.6333	254930.8458	133450.2759	52551.90975	62905.1959	52432.51596	204799.6993	76862.01065	165918.3073	20863.53858	19280.45229	1114197.855	342792.1856	36311.38144	44720.83204	414088.933	129078.6231	7255095.523	2626035.757	349596.2138	1952696.448	211607.6491	110493.5225	4735903.81	1656504.005	2126053.65	459283.3897	351976.7449	2276836.435	239809.438	554939.783	344060.7165	653958.8142	142330.2653	354115.9548	324212.7018	106743.9011	232714.8132	304472.5537	947340.8005	1688743.138	3622808.864	7834940.313	1015291.051	3493004.722	1889185.735	6366082.172	2820.474122	4802.132208	860582.2049	3130027.499	984952.4873	1336024.232	11808.01394	22357.31916
IS Mix 2	Blank	Block 2.3	1822.231129	41433.90361	1443.990011	13049.68177	31538.96686	34662.80052	11705.46314	24246.48886	55732.05886	N/A	1488.183481	5.98E+03	67792.25635	7798.493595	524424.9203	11834.92957	1795.370368	626.2505083	1244.384354	43537.94093	3618.522153	3373.13263	1212.409235	2270.901778	3331.568614	375.4499343	2228.352864	23256.03331	2663.568151	1782.009753	2104.805635	1011.34794	10005.9983	3948.344736	5149.523233	5498.713578	2874.232333	508.5786978	387354.4658	339061.5765	2920.973437	992.4975896	62337.13694	94432.42521	657169.9896	658453.232	3272.144865	6143.974874	8835559.961	3197558.072	546.5122573	2412.858583	311.5572024	N/A	2200.066477	1540.077823	807.8394868	294.7413048	53066.63752	838.2188488	460.0674348	1274.298452	1456.892553	887.1829597	2956755.709	985140.3711	271.6518589	795.7204214	26259.33308	13142.0969	14933724.03	5721264.733	1529.064188	16563.16712	1502.792382	127.28449	31220.84536	2130.650869	948.7924717	6461.09555	963.8665806	1605.889419	2364.131961	5346.576686	601698.5643	1273816.438	6616.549804	13288.28749	86728.31179	7337.079931	2413.596456	3254.674749	11297.80943	4332.689752	5937669.155	11785417.76	4119.249353	27816.93081	4808954.495	16804723.03	7615.625997	3380.060633	7405.867718	29133.38837	2116.452154	13101.77446	467.7933966	417.9488856
P80	Sample	Block 2.3	116908.3376	105750.8052	53155.36893	29482.6086	518109.4345	1304333.386	10621.72557	35421.58567	484020.0721	594086.3309	292258.2227	9.31E+05	114849.8882	63852.19284	578545.3223	69360.61518	158687.2017	100582.6119	5741061.912	2133174.935	243408.1968	265741.5355	21258.06156	17129.0778	764863.6084	164167.3422	186763.9913	198755.4213	8648531.082	3658307.698	581519.2987	1235947.056	166997.9448	370561.1827	21976.3731	23530.92294	15087377.48	15604845.56	805160.6042	743038.0654	183634.3	144362.6586	12973089.29	17717339.51	1410569.343	1431975.248	1823254.011	1546789.319	13829146.19	5495839.562	320855.0906	41052.09182	79862.59266	344889.5976	232532.936	134684.9022	1437835.186	1603838.021	17231.14454	68765.43885	446005.5379	861968.811	8562074.265	5754536.102	11288481.31	3398257.97	10289.09414	7486.212063	18047509.01	5279469.496	26995016.84	9921462.919	6381.860537	62067.54164	137836.4632	74185.79147	173300.3088	51683.67452	51672.53583	7543.643968	285779.4813	1855525.167	3827165.278	8098508.14	1028026.869	1993787.967	6384419.089	12638036.21	105540.5955	4033.956094	40408.06715	47348.41242	3875835.13	8402424.668	6801145.074	13041949.14	126358.1036	472476.5166	5058005.711	18516282.34	488616.0688	822907.8757	96656.00205	395764.6553	126672.9464	179834.7245	5805.38453	10826.10023
P47	Sample	Block 2.3	122993.7331	122222.2245	179809.4069	91479.10909	584039.5476	1464044.376	9300.81464	17518.81997	435537.0952	630186.6305	49469.08018	2.34E+05	117901.0735	67775.1074	689045.7184	74300.95534	90509.50188	63602.19582	1671889.028	689199.6837	701590.4135	576236.2815	49769.9284	34497.27312	539149.0361	109431.7477	244314.2843	288214.3935	12803517.46	5606196.64	529907.5642	1015241.356	88785.25709	219733.4099	46777.34124	60161.90578	13475132.41	13936300.92	844547.7687	741672.7273	192878.7463	125775.5501	18449739.77	22356814.27	1536339.526	1584159.079	2592587.057	2573874.134	13736977.89	5321003.36	701085.0439	89325.02437	112040.4127	410887.9619	253438.1795	147352.3123	1624270.52	1941678.084	36819.455	154070.0809	302330.9399	597466.1983	8345628.707	5782690.393	12339839.43	4023215.65	13555.73478	6725.020411	49400764.18	16835658.44	25894754.26	9110070.175	3158.094876	25319.19936	258090.1913	159752.1612	204517.7101	64438.36337	122788.2637	41278.02616	22747.33795	126255.0953	4676151.226	10662364.47	1017574.689	2094851.469	7627011.351	19597536.57	109936.1922	5665.30942	29359.74555	44524.89371	5160901.339	10765793.87	6927264.595	13467765.3	117778.0651	433322.3158	5814374.877	20070505.9	621897.2381	1028800.47	151756.553	626350.7935	33508.4708	41959.54854	5580.514838	11731.95506
P44	Sample	Block 2.3	85319.30702	85977.25567	77497.23997	54238.44168	406150.6143	902268.8775	8304.768125	21793.90992	395537.4074	535757.6995	127567.2158	3.72E+05	105725.8395	59236.11449	631155.6602	71086.56604	690846.0898	401953.0611	1476690.975	631305.5685	504347.5195	471206.2601	29290.18522	20856.07754	633050.283	149002.8781	1646282.32	1758172.602	10163368.3	4055985.954	518448.6263	1086002.557	88970.8687	215052.6663	53386.61827	58512.63662	12235969.9	12611927.7	547295.6548	467220.7963	144449.5638	108202.6713	11880876.19	17557645.19	1116474.412	1052282.248	1415156.32	1439361.885	8675094.146	3505743.617	321560.1412	31933.0169	64503.70671	204975.003	106429.7699	55719.26985	1008908.539	1006395.725	17782.29235	63898.165	94567.3848	182103.8145	7560556.559	5150388.91	7220754.758	2214547.779	5292.335535	4616.063806	17779704.83	5533536.242	16491130.16	5899285.529	2633.092672	17154.15007	81359.33691	50211.35479	115481.0288	30891.75857	41529.75399	18028.16824	37250.03883	335187.2069	1949978.861	4355389.147	694453.0264	1357703.546	3728926.846	9517190.096	51896.66716	10650.49679	21914.94199	28253.84226	2892578.03	6057216.269	4594038.443	9628345.408	82225.13619	284347.9658	3387896.247	11917097.57	425261.2896	742921.3354	99514.36107	411694.1781	26846.61443	34330.96669	3643.18638	5627.737886
